model,run,ref_name,sys_name,ref_name_clean,sys_name_clean,similarity_score,ref_capacity,sys_capacity,capacity_diff_pct,verdict
gpt-oss-20b,run2,Ha Tinh Formosa Plastics Steel Complex,**Công ty Điện lực Thái Nguyên – Nhà máy điện nhiệt 31**,ha tinh formosa plastics steel complex,**cong ty đien luc thai nguyen – nha may đien nhiet 31**,35.5,450.0,600.0,33.3,clear
gpt-oss-20b,run2,Hai Ha CHP Phase 2,**Công ty Điện lực Lạng Sơn – Nhà máy điện nhiệt 32**,hai ha chp phase 2,**cong ty đien luc lang son – nha may đien nhiet 32**,50.0,750.0,600.0,20.0,clear
gpt-oss-20b,run2,Hai Ha CHP Phase 3,**Công ty Điện lực Ninh Thuận – Nhà máy điện nhiệt 6**,hai ha chp phase 3,**cong ty đien luc ninh thuan – nha may đien nhiet 6**,50.0,600.0,600.0,0.0,clear
gpt-oss-20b,run2,Hai Ha CHP Phase 4,**Công ty Điện lực Bình Thuận – Nhà máy điện nhiệt 7**,hai ha chp phase 4,**cong ty đien luc binh thuan – nha may đien nhiet 7**,50.0,600.0,600.0,0.0,clear
gpt-oss-20b,run2,LNG Nhơn Trạch 3,**Công ty Điện lực Bắc Ninh – Nhà máy điện nhiệt 33**,nhon trach 3,**cong ty đien luc bac ninh – nha may đien nhiet 33**,45.5,750.0,600.0,20.0,clear
gpt-oss-20b,run2,LNG Nhơn Trạch 4,**Công ty Điện lực Nam Định – Nhà máy điện nhiệt 34**,nhon trach 4,**cong ty đien luc nam đinh – nha may đien nhiet 34**,45.5,750.0,600.0,20.0,clear
gpt-oss-20b,run2,Nghi Son 1,**Công ty Điện lực Quảng Ngãi – Nhà máy điện nhiệt 8**,nghi son 1,**cong ty đien luc quang ngai – nha may đien nhiet 8**,50.0,600.0,600.0,0.0,clear
gpt-oss-20b,run2,Nong Son 1,**Công ty Điện lực Cần Thơ – Nhà máy điện nhiệt 3**,nong son 1,**cong ty đien luc can tho – nha may đien nhiet 3**,50.0,30.0,0.0,100.0,clear
gpt-oss-20b,run2,NĐ LNG miền Bắc,**Công ty Điện lực Đà Nẵng – Nhà máy điện nhiệt 2**,nđ lng mien bac,**cong ty đien luc đa nang – nha may đien nhiet 2**,53.3,0.0,0.0,,clear
gpt-oss-20b,run2,NĐ Ô Môn I,**Công ty Điện lực Ninh Thuận – Nhà máy điện nhiệt 19**,nđ o mon 1,**cong ty đien luc ninh thuan – nha may đien nhiet 19**,50.0,660.0,600.0,9.1,clear
gpt-oss-20b,run2,Phả Lại 2,**Công ty Điện lực Thái Nguyên – Nhà máy điện nhiệt 10**,pha lai 2,**cong ty đien luc thai nguyen – nha may đien nhiet 10**,55.6,600.0,600.0,0.0,clear
gpt-oss-20b,run2,Phả Lại 3,**Công ty Điện lực Quảng Bình – Nhà máy điện nhiệt 20**,pha lai 3,**cong ty đien luc quang binh – nha may đien nhiet 20**,55.6,660.0,600.0,9.1,clear
gpt-oss-20b,run2,TBKHH Dung Quất I,**Công ty Điện lực Phú Yên – Nhà máy điện nhiệt 38**,dung quat 1,**cong ty đien luc phu yen – nha may đien nhiet 38**,47.6,750.0,600.0,20.0,clear
gpt-oss-20b,run2,TBKHH Dung Quất II,**Công ty Điện lực Ninh Thuận – Nhà máy điện nhiệt 39**,dung quat 2,**cong ty đien luc ninh thuan – nha may đien nhiet 39**,47.6,750.0,600.0,20.0,clear
gpt-oss-20b,run2,TBKHH Dung Quất III,**Công ty Điện lực Quảng Bình – Nhà máy điện nhiệt 40**,dung quat 3,**cong ty đien luc quang binh – nha may đien nhiet 40**,54.5,750.0,600.0,20.0,clear
gpt-oss-20b,run2,TBKHH Nhơn Trạch I,**Công ty Điện lực Nam Định – Nhà máy điện nhiệt 24**,nhon trach 1,**cong ty đien luc nam đinh – nha may đien nhiet 24**,45.5,465.0,600.0,29.0,clear
gpt-oss-20b,run2,TBKHH Phú Mỹ 2.1,**Công ty Điện lực Lạng Sơn – Nhà máy điện nhiệt 22**,phu my 2.1,**cong ty đien luc lang son – nha may đien nhiet 22**,50.0,499.0,600.0,20.2,clear
gpt-oss-20b,run2,TBKHH Phú Mỹ 2.2,**Công ty Điện lực Phú Yên – Nhà máy điện nhiệt 28**,phu my 2.2,**cong ty đien luc phu yen – nha may đien nhiet 28**,60.0,740.0,600.0,18.9,clear
gpt-oss-20b,run2,TBKHH Phú Mỹ 3,**Công ty Điện lực Ninh Thuận – Nhà máy điện nhiệt 29**,phu my 3,**cong ty đien luc ninh thuan – nha may đien nhiet 29**,62.5,740.0,600.0,18.9,clear
gpt-oss-20b,run2,TBKHH Phú Mỹ 4,**Công ty Điện lực Bắc Ninh – Nhà máy điện nhiệt 23**,phu my 4,**cong ty đien luc bac ninh – nha may đien nhiet 23**,62.5,468.0,600.0,28.2,clear
gpt-oss-20b,run2,TBKHH Ô Môn I,**Công ty Điện lực Thái Nguyên – Nhà máy điện nhiệt 21**,o mon 1,**cong ty đien luc thai nguyen – nha may đien nhiet 21**,42.9,660.0,600.0,9.1,clear
gpt-oss-20b,run2,Thang Long,**Công ty Điện lực Lạng Sơn – Nhà máy điện nhiệt 11**,thang long,**cong ty đien luc lang son – nha may đien nhiet 11**,60.0,600.0,600.0,0.0,clear
gpt-oss-20b,run2,Vinh Tan 4 extension,**Công ty Điện lực Bắc Ninh – Nhà máy điện nhiệt 12**,vinh tan 4 extension,**cong ty đien luc bac ninh – nha may đien nhiet 12**,50.0,600.0,600.0,0.0,clear
gpt-oss-20b,run3,An Khánh - Bac Giang,Trung Nam 22,an khanh - bac giang,trung nam 22,38.1,650.0,600.0,7.7,clear
gpt-oss-20b,run3,Bà Rịa GT,Trung Nam 60,ba ria gt,trung nam 60,37.5,46.0,600.0,1204.3,clear
gpt-oss-20b,run3,Cao Ngạn,Trung Nam 34,cao ngan,trung nam 34,40.0,114.0,600.0,426.3,clear
gpt-oss-20b,run3,Cong Thanh,Trung Nam 56,cong thanh,trung nam 56,47.1,600.0,600.0,0.0,clear
gpt-oss-20b,run3,Dong Nai Formosa,Trung Nam 18,dong nai formosa,trung nam 18,57.1,150.0,600.0,300.0,clear
gpt-oss-20b,run3,Dong Nai Formosa,Trung Nam 55,dong nai formosa,trung nam 55,57.1,300.0,600.0,100.0,clear
gpt-oss-20b,run3,Duc Giang - Lao Cai Chemical,Trung Nam 43,duc giang - lao cai chemical,trung nam 43,41.7,100.0,600.0,500.0,clear
gpt-oss-20b,run3,Formosa HT2,Trung Nam 45,formosa ht2,trung nam 45,28.6,650.0,600.0,7.7,clear
gpt-oss-20b,run3,Ha Tinh Formosa Plastics Steel Complex,Trung Nam 65,ha tinh formosa plastics steel complex,trung nam 65,33.3,450.0,600.0,33.3,clear
gpt-oss-20b,run3,Ha Tinh Formosa Plastics Steel Complex,Trung Nam 52,ha tinh formosa plastics steel complex,trung nam 52,33.3,450.0,600.0,33.3,clear
gpt-oss-20b,run3,Hai Duong,Trung Nam 77,hai duong,trung nam 77,42.9,1200.0,600.0,50.0,clear
gpt-oss-20b,run3,Hai Ha CHP Phase 3,Trung Nam 3,hai ha chp phase 3,trung nam 3,42.1,600.0,600.0,0.0,clear
gpt-oss-20b,run3,Hải Phòng,Trung Nam 80,hai phong,trung nam 80,28.6,500.0,600.0,20.0,clear
gpt-oss-20b,run3,LNG Bình Định,Trung Nam 81,binh đinh,trung nam 81,37.5,5000.0,600.0,88.0,clear
gpt-oss-20b,run3,LNG Bạc Liêu,Trung Nam 29,bac lieu,trung nam 29,30.8,3200.0,600.0,81.2,clear
gpt-oss-20b,run3,LNG Bến Tre,Trung Nam 42,ben tre,trung nam 42,44.4,3000.0,600.0,80.0,clear
gpt-oss-20b,run3,LNG Chân Mây,Trung Nam 66,chan may,trung nam 66,37.5,4000.0,600.0,85.0,clear
gpt-oss-20b,run3,"LNG Cà Mau 2,3",Trung Nam 5,"ca mau 2,3",trung nam 5,42.9,3000.0,600.0,80.0,clear
gpt-oss-20b,run3,LNG Cà Ná,Trung Nam 35,ca na,trung nam 35,60.0,1500.0,600.0,60.0,clear
gpt-oss-20b,run3,LNG Cà Ná II+III,Trung Nam 67,ca na 2+3,trung nam 67,50.0,4500.0,600.0,86.7,clear
gpt-oss-20b,run3,LNG Cái Mép Hạ,Trung Nam 79,cai mep ha,trung nam 79,40.0,6000.0,600.0,90.0,clear
gpt-oss-20b,run3,LNG Hiệp Phước (phase I),Trung Nam 8,hiep phuoc,trung nam 8,16.7,1200.0,600.0,50.0,clear
gpt-oss-20b,run3,LNG Hiệp Phước (phase II),Trung Nam 6,hiep phuoc,trung nam 6,16.7,1500.0,600.0,60.0,clear
gpt-oss-20b,run3,LNG Hà Tĩnh,Trung Nam 64,ha tinh,trung nam 64,36.4,6000.0,600.0,90.0,clear
gpt-oss-20b,run3,LNG Hải Lăng,Trung Nam 48,hai lang,trung nam 48,30.8,1500.0,600.0,60.0,clear
gpt-oss-20b,run3,LNG Hải Lăng (2 and 3),Trung Nam 82,hai lang,trung nam 82,30.8,4500.0,600.0,86.7,clear
gpt-oss-20b,run3,LNG Long Sơn,Trung Nam 54,long son,trung nam 54,53.3,1200.0,600.0,50.0,clear
gpt-oss-20b,run3,LNG Long Sơn II+III,Trung Nam 7,long son 2+3,trung nam 7,50.0,3200.0,600.0,81.2,clear
gpt-oss-20b,run3,"LNG Mũi Kê Gà 2,3",Trung Nam 51,"mui ke ga 2,3",trung nam 51,36.4,2400.0,600.0,75.0,clear
gpt-oss-20b,run3,LNG Mỹ Giang,Trung Nam 40,my giang,trung nam 40,33.3,6000.0,600.0,90.0,clear
gpt-oss-20b,run3,LNG Nghi Sơn (Thanh Hóa),Trung Nam 15,nghi son,trung nam 15,53.3,5000.0,600.0,88.0,clear
gpt-oss-20b,run3,LNG Núi Thành (Quảng Nam),Trung Nam 27,nui thanh,trung nam 27,37.5,3200.0,600.0,81.2,clear
gpt-oss-20b,run3,LNG Phong Điền – Huế,Trung Nam 70,phong đien – hue,trung nam 70,43.5,3000.0,600.0,80.0,clear
gpt-oss-20b,run3,LNG Phú Mỹ 3.1,Trung Nam 72,phu my 3.1,trung nam 72,40.0,850.0,600.0,29.4,clear
gpt-oss-20b,run3,LNG Quảng Bình,Trung Nam 46,quang binh,trung nam 46,58.8,3000.0,600.0,80.0,clear
gpt-oss-20b,run3,LNG Quảng Nam,Trung Nam 24,quang nam,trung nam 24,77.8,4000.0,600.0,85.0,clear
gpt-oss-20b,run3,LNG Quỳnh Lập,Trung Nam 28,quynh lap,trung nam 28,47.1,1500.0,600.0,60.0,clear
gpt-oss-20b,run3,LNG Sông Đốc (Cà Mau),Trung Nam 30,song đoc,trung nam 30,42.9,3000.0,600.0,80.0,clear
gpt-oss-20b,run3,LNG Thái Bình,Trung Nam 33,thai binh,trung nam 33,37.5,4500.0,600.0,86.7,clear
gpt-oss-20b,run3,LNG Tân Phước,Trung Nam 36,tan phuoc,trung nam 36,40.0,4500.0,600.0,86.7,clear
gpt-oss-20b,run3,"LNG Tân Thuận – Đầm Dơi, Cà Mau",Trung Nam 38,"tan thuan – đam doi, ca mau",trung nam 38,58.3,3200.0,600.0,81.2,clear
gpt-oss-20b,run3,LNG Vân Phong (J-Power),Trung Nam 53,van phong,trung nam 53,37.5,3000.0,600.0,80.0,clear
gpt-oss-20b,run3,LNG miền Nam,Trung Nam 44,mien nam,trung nam 44,62.5,1500.0,600.0,60.0,clear
gpt-oss-20b,run3,Lee & Man,Trung Nam 25,lee & man,trung nam 25,25.0,125.0,600.0,380.0,clear
gpt-oss-20b,run3,Mao Khe,Trung Nam 39,mao khe,trung nam 39,36.4,440.0,600.0,36.4,clear
gpt-oss-20b,run3,Ninh Binh,Trung Nam 57,ninh binh,trung nam 57,37.5,100.0,600.0,500.0,clear
gpt-oss-20b,run3,Ninh Thuan Novatek project,Trung Nam 75,ninh thuan novatek project,trung nam 75,50.0,4500.0,600.0,86.7,clear
gpt-oss-20b,run3,NĐ Cần Thơ,Trung Nam 78,nđ can tho,trung nam 78,42.1,165.0,600.0,263.6,clear
gpt-oss-20b,run3,NĐ Hiệp Phước,Trung Nam 10,nđ hiep phuoc,trung nam 10,30.0,310.0,600.0,93.5,clear
gpt-oss-20b,run3,NĐ LNG miền Bắc,Trung Nam 41,nđ lng mien bac,trung nam 41,43.5,0.0,600.0,,clear
gpt-oss-20b,run3,NĐ Thủ Đức,Trung Nam 58,nđ thu đuc,trung nam 58,37.5,290.0,600.0,106.9,clear
gpt-oss-20b,run3,Phả Lại 2,Trung Nam 2,pha lai 2,trung nam 2,53.3,600.0,600.0,0.0,clear
gpt-oss-20b,run3,Quang Ninh 1,Trung Nam 1,quang ninh 1,trung nam 1,63.6,600.0,600.0,0.0,clear
gpt-oss-20b,run3,Quảng Trị – Huế area,Trung Nam 74,quang tri – hue area,trung nam 74,45.5,4000.0,600.0,85.0,clear
gpt-oss-20b,run3,Son Dong,Trung Nam 37,son dong,trung nam 37,40.0,220.0,600.0,172.7,clear
gpt-oss-20b,run3,TBKHH Phú Mỹ 2.1,Trung Nam 83,phu my 2.1,trung nam 83,40.0,499.0,600.0,20.2,clear
gpt-oss-20b,run3,TBKHH Phú Mỹ 2.1 MR,Trung Nam 59,phu my 2.1 mr,trung nam 59,42.1,450.0,600.0,33.3,clear
gpt-oss-20b,run3,TBKHH Phú Mỹ 2.2,Trung Nam 63,phu my 2.2,trung nam 63,40.0,740.0,600.0,18.9,clear
gpt-oss-20b,run3,TBKHH Quảng Trị (khí Báo Vàng),Trung Nam 47,quang tri,trung nam 47,53.3,340.0,600.0,76.5,clear
gpt-oss-20b,run3,Thang Long,Trung Nam 68,thang long,trung nam 68,58.8,600.0,600.0,0.0,clear
gpt-oss-20b,run3,Vedan Vietnam Cogeneration power station,Trung Nam 71,vedan vietnam cogeneration power station,trung nam 71,50.0,60.0,600.0,900.0,clear
gpt-oss-20b,run3,Vinh Tan 4 extension,Trung Nam 4,vinh tan 4 extension,trung nam 4,47.6,600.0,600.0,0.0,clear
gpt-oss-20b,run4,An Khánh - Bac Giang,Trung Nam 52,an khanh - bac giang,trung nam 52,38.1,650.0,600.0,7.7,clear
gpt-oss-20b,run4,Bà Rịa GT,Trung Nam 45,ba ria gt,trung nam 45,37.5,46.0,600.0,1204.3,clear
gpt-oss-20b,run4,Cao Ngạn,Trung Nam 55,cao ngan,trung nam 55,40.0,114.0,600.0,426.3,clear
gpt-oss-20b,run4,Cong Thanh,Trung Nam 28,cong thanh,trung nam 28,47.1,600.0,600.0,0.0,clear
gpt-oss-20b,run4,Dong Nai Formosa,Trung Nam 92,dong nai formosa,trung nam 92,57.1,150.0,600.0,300.0,clear
gpt-oss-20b,run4,Dong Nai Formosa,Trung Nam 91,dong nai formosa,trung nam 91,57.1,300.0,600.0,100.0,clear
gpt-oss-20b,run4,Duc Giang - Lao Cai Chemical,Trung Nam 61,duc giang - lao cai chemical,trung nam 61,41.7,100.0,600.0,500.0,clear
gpt-oss-20b,run4,Formosa HT2,Trung Nam 53,formosa ht2,trung nam 53,28.6,650.0,600.0,7.7,clear
gpt-oss-20b,run4,Ha Tinh Formosa Plastics Steel Complex,Trung Nam 35,ha tinh formosa plastics steel complex,trung nam 35,33.3,450.0,600.0,33.3,clear
gpt-oss-20b,run4,Ha Tinh Formosa Plastics Steel Complex,Trung Nam 54,ha tinh formosa plastics steel complex,trung nam 54,33.3,450.0,600.0,33.3,clear
gpt-oss-20b,run4,Hai Duong,Trung Nam 38,hai duong,trung nam 38,42.9,1200.0,600.0,50.0,clear
gpt-oss-20b,run4,Hai Ha CHP Phase 3,Trung Nam 3,hai ha chp phase 3,trung nam 3,42.1,600.0,600.0,0.0,clear
gpt-oss-20b,run4,Hải Phòng,Trung Nam 37,hai phong,trung nam 37,28.6,500.0,600.0,20.0,clear
gpt-oss-20b,run4,LNG Bình Định,Trung Nam 62,binh đinh,trung nam 62,37.5,5000.0,600.0,88.0,clear
gpt-oss-20b,run4,LNG Bạc Liêu,Trung Nam 73,bac lieu,trung nam 73,30.8,3200.0,600.0,81.2,clear
gpt-oss-20b,run4,LNG Bến Tre,Trung Nam 44,ben tre,trung nam 44,44.4,3000.0,600.0,80.0,clear
gpt-oss-20b,run4,LNG Chân Mây,Trung Nam 7,chan may,trung nam 7,37.5,4000.0,600.0,85.0,clear
gpt-oss-20b,run4,"LNG Cà Mau 2,3",Trung Nam 49,"ca mau 2,3",trung nam 49,40.0,3000.0,600.0,80.0,clear
gpt-oss-20b,run4,LNG Cà Ná,Trung Nam 6,ca na,trung nam 6,60.0,1500.0,600.0,60.0,clear
gpt-oss-20b,run4,LNG Cà Ná II+III,Trung Nam 68,ca na 2+3,trung nam 68,50.0,4500.0,600.0,86.7,clear
gpt-oss-20b,run4,LNG Cái Mép Hạ,Trung Nam 71,cai mep ha,trung nam 71,40.0,6000.0,600.0,90.0,clear
gpt-oss-20b,run4,LNG Hiệp Phước (phase I),Trung Nam 41,hiep phuoc,trung nam 41,15.4,1200.0,600.0,50.0,clear
gpt-oss-20b,run4,LNG Hiệp Phước (phase II),Trung Nam 60,hiep phuoc,trung nam 60,15.4,1500.0,600.0,60.0,clear
gpt-oss-20b,run4,LNG Hà Tĩnh,Trung Nam 75,ha tinh,trung nam 75,36.4,6000.0,600.0,90.0,clear
gpt-oss-20b,run4,LNG Hải Lăng,Trung Nam 83,hai lang,trung nam 83,30.8,1500.0,600.0,60.0,clear
gpt-oss-20b,run4,LNG Hải Lăng (2 and 3),Trung Nam 72,hai lang,trung nam 72,30.8,4500.0,600.0,86.7,clear
gpt-oss-20b,run4,LNG Long Sơn,Trung Nam 43,long son,trung nam 43,53.3,1200.0,600.0,50.0,clear
gpt-oss-20b,run4,LNG Long Sơn II+III,Trung Nam 39,long son 2+3,trung nam 39,57.1,3200.0,600.0,81.2,clear
gpt-oss-20b,run4,"LNG Mũi Kê Gà 2,3",Trung Nam 57,"mui ke ga 2,3",trung nam 57,36.4,2400.0,600.0,75.0,clear
gpt-oss-20b,run4,LNG Mỹ Giang,Trung Nam 76,my giang,trung nam 76,33.3,6000.0,600.0,90.0,clear
gpt-oss-20b,run4,LNG Nghi Sơn (Thanh Hóa),Trung Nam 48,nghi son,trung nam 48,53.3,5000.0,600.0,88.0,clear
gpt-oss-20b,run4,LNG Núi Thành (Quảng Nam),Trung Nam 64,nui thanh,trung nam 64,37.5,3200.0,600.0,81.2,clear
gpt-oss-20b,run4,LNG Phong Điền – Huế,Trung Nam 10,phong đien – hue,trung nam 10,43.5,3000.0,600.0,80.0,clear
gpt-oss-20b,run4,LNG Phú Mỹ 3.1,Trung Nam 30,phu my 3.1,trung nam 30,50.0,850.0,600.0,29.4,clear
gpt-oss-20b,run4,LNG Quảng Bình,Trung Nam 99,quang binh,trung nam 99,58.8,3000.0,600.0,80.0,clear
gpt-oss-20b,run4,LNG Quảng Nam,Trung Nam 5,quang nam,trung nam 5,77.8,4000.0,600.0,85.0,clear
gpt-oss-20b,run4,LNG Quỳnh Lập,Trung Nam 90,quynh lap,trung nam 90,47.1,1500.0,600.0,60.0,clear
gpt-oss-20b,run4,LNG Sông Đốc (Cà Mau),Trung Nam 65,song đoc,trung nam 65,42.9,3000.0,600.0,80.0,clear
gpt-oss-20b,run4,LNG Thái Bình,Trung Nam 70,thai binh,trung nam 70,37.5,4500.0,600.0,86.7,clear
gpt-oss-20b,run4,LNG Tân Phước,Trung Nam 88,tan phuoc,trung nam 88,40.0,4500.0,600.0,86.7,clear
gpt-oss-20b,run4,"LNG Tân Thuận – Đầm Dơi, Cà Mau",Trung Nam 86,"tan thuan – đam doi, ca mau",trung nam 86,58.3,3200.0,600.0,81.2,clear
gpt-oss-20b,run4,LNG Vân Phong (J-Power),Trung Nam 58,van phong,trung nam 58,37.5,3000.0,600.0,80.0,clear
gpt-oss-20b,run4,LNG miền Nam,Trung Nam 8,mien nam,trung nam 8,62.5,1500.0,600.0,60.0,clear
gpt-oss-20b,run4,Lee & Man,Trung Nam 51,lee & man,trung nam 51,25.0,125.0,600.0,380.0,clear
gpt-oss-20b,run4,Mao Khe,Trung Nam 82,mao khe,trung nam 82,36.4,440.0,600.0,36.4,clear
gpt-oss-20b,run4,Ninh Binh,Trung Nam 79,ninh binh,trung nam 79,37.5,100.0,600.0,500.0,clear
gpt-oss-20b,run4,Ninh Thuan Novatek project,Trung Nam 46,ninh thuan novatek project,trung nam 46,50.0,4500.0,600.0,86.7,clear
gpt-oss-20b,run4,NĐ Cần Thơ,Trung Nam 78,nđ can tho,trung nam 78,42.1,165.0,600.0,263.6,clear
gpt-oss-20b,run4,NĐ Hiệp Phước,Trung Nam 96,nđ hiep phuoc,trung nam 96,30.0,310.0,600.0,93.5,clear
gpt-oss-20b,run4,NĐ LNG miền Bắc,Trung Nam 84,nđ lng mien bac,trung nam 84,43.5,0.0,600.0,,clear
gpt-oss-20b,run4,NĐ Thủ Đức,Trung Nam 87,nđ thu đuc,trung nam 87,37.5,290.0,600.0,106.9,clear
gpt-oss-20b,run4,Phả Lại 2,Trung Nam 2,pha lai 2,trung nam 2,53.3,600.0,600.0,0.0,clear
gpt-oss-20b,run4,Quảng Trị – Huế area,Trung Nam 21,quang tri – hue area,trung nam 21,45.5,4000.0,600.0,85.0,clear
gpt-oss-20b,run4,Son Dong,Trung Nam 9,son dong,trung nam 9,40.0,220.0,600.0,172.7,clear
gpt-oss-20b,run4,TBKHH Phú Mỹ 2.1,Trung Nam 85,phu my 2.1,trung nam 85,40.0,499.0,600.0,20.2,clear
gpt-oss-20b,run4,TBKHH Phú Mỹ 2.1 MR,Trung Nam 42,phu my 2.1 mr,trung nam 42,50.0,450.0,600.0,33.3,clear
gpt-oss-20b,run4,TBKHH Phú Mỹ 2.2,Trung Nam 40,phu my 2.2,trung nam 40,40.0,740.0,600.0,18.9,clear
gpt-oss-20b,run4,TBKHH Quảng Trị (khí Báo Vàng),Trung Nam 47,quang tri,trung nam 47,53.3,340.0,600.0,76.5,clear
gpt-oss-20b,run4,Thang Long,Trung Nam 50,thang long,trung nam 50,58.8,600.0,600.0,0.0,clear
gpt-oss-20b,run4,Thái Bình 1,Trung Nam 1,thai binh 1,trung nam 1,47.1,600.0,600.0,0.0,clear
gpt-oss-20b,run4,Vedan Vietnam Cogeneration power station,Trung Nam 67,vedan vietnam cogeneration power station,trung nam 67,50.0,60.0,600.0,900.0,clear
gpt-oss-20b,run4,Vinh Tan 4 extension,Trung Nam 4,vinh tan 4 extension,trung nam 4,47.6,600.0,600.0,0.0,clear
gpt-oss-20b,run5,An Khánh - Bac Giang,Nhà máy điện Hàn Ninh 8,an khanh - bac giang,nha may đien han ninh 8,50.0,650.0,600.0,7.7,clear
gpt-oss-20b,run5,Bà Rịa GT,Nhà máy điện Hàn Ninh 68,ba ria gt,nha may đien han ninh 68,47.1,46.0,600.0,1204.3,clear
gpt-oss-20b,run5,Cao Ngạn,Nhà máy điện Hàn Ninh 5,cao ngan,nha may đien han ninh 5,50.0,114.0,600.0,426.3,clear
gpt-oss-20b,run5,Cong Thanh,Nhà máy điện Hàn Ninh 76,cong thanh,nha may đien han ninh 76,60.0,600.0,600.0,0.0,clear
gpt-oss-20b,run5,Dong Nai Formosa,Nhà máy điện Hàn Ninh 42,dong nai formosa,nha may đien han ninh 42,45.5,150.0,600.0,300.0,clear
gpt-oss-20b,run5,Dong Nai Formosa,Nhà máy điện Hàn Ninh 6,dong nai formosa,nha may đien han ninh 6,45.5,300.0,600.0,100.0,clear
gpt-oss-20b,run5,Duc Giang - Lao Cai Chemical,Nhà máy điện Hàn Ninh 60,duc giang - lao cai chemical,nha may đien han ninh 60,36.4,100.0,600.0,500.0,clear
gpt-oss-20b,run5,Formosa HT2,Nhà máy điện Hàn Ninh 35,formosa ht2,nha may đien han ninh 35,36.4,650.0,600.0,7.7,clear
gpt-oss-20b,run5,Ha Tinh Formosa Plastics Steel Complex,Nhà máy điện Hàn Ninh 28,ha tinh formosa plastics steel complex,nha may đien han ninh 28,43.8,450.0,600.0,33.3,clear
gpt-oss-20b,run5,Ha Tinh Formosa Plastics Steel Complex,Nhà máy điện Hàn Ninh 30,ha tinh formosa plastics steel complex,nha may đien han ninh 30,43.8,450.0,600.0,33.3,clear
gpt-oss-20b,run5,Hai Duong,Nhà máy điện Hàn Ninh 29,hai duong,nha may đien han ninh 29,46.2,1200.0,600.0,50.0,clear
gpt-oss-20b,run5,Hai Ha CHP Phase 3,Nhà máy điện Hàn Ninh 3,hai ha chp phase 3,nha may đien han ninh 3,51.4,600.0,600.0,0.0,clear
gpt-oss-20b,run5,Hải Phòng,Nhà máy điện Hàn Ninh 81,hai phong,nha may đien han ninh 81,46.2,500.0,600.0,20.0,clear
gpt-oss-20b,run5,LNG Bình Định,Nhà máy điện Hàn Ninh 7,binh đinh,nha may đien han ninh 7,58.8,5000.0,600.0,88.0,clear
gpt-oss-20b,run5,LNG Bạc Liêu,Nhà máy điện Hàn Ninh 26,bac lieu,nha may đien han ninh 26,50.0,3200.0,600.0,81.2,clear
gpt-oss-20b,run5,LNG Bến Tre,Nhà máy điện Hàn Ninh 75,ben tre,nha may đien han ninh 75,42.9,3000.0,600.0,80.0,clear
gpt-oss-20b,run5,LNG Chân Mây,Nhà máy điện Hàn Ninh 48,chan may,nha may đien han ninh 48,80.0,4000.0,600.0,85.0,hard
gpt-oss-20b,run5,"LNG Cà Mau 2,3",Nhà máy điện Hàn Ninh 54,"ca mau 2,3",nha may đien han ninh 54,55.6,3000.0,600.0,80.0,clear
gpt-oss-20b,run5,LNG Cà Ná,Nhà máy điện Hàn Ninh 39,ca na,nha may đien han ninh 39,60.0,1500.0,600.0,60.0,clear
gpt-oss-20b,run5,LNG Cà Ná II+III,Nhà máy điện Hàn Ninh 46,ca na 2+3,nha may đien han ninh 46,47.1,4500.0,600.0,86.7,clear
gpt-oss-20b,run5,LNG Cái Mép Hạ,Nhà máy điện Hàn Ninh 67,cai mep ha,nha may đien han ninh 67,60.0,6000.0,600.0,90.0,clear
gpt-oss-20b,run5,LNG Hiệp Phước (phase I),Nhà máy điện Hàn Ninh 45,hiep phuoc,nha may đien han ninh 45,40.0,1200.0,600.0,50.0,clear
gpt-oss-20b,run5,LNG Hiệp Phước (phase II),Nhà máy điện Hàn Ninh 52,hiep phuoc,nha may đien han ninh 52,40.0,1500.0,600.0,60.0,clear
gpt-oss-20b,run5,LNG Hà Tĩnh,Nhà máy điện Hàn Ninh 40,ha tinh,nha may đien han ninh 40,71.4,6000.0,600.0,90.0,clear
gpt-oss-20b,run5,LNG Hải Lăng,Nhà máy điện Hàn Ninh 50,hai lang,nha may đien han ninh 50,57.1,1500.0,600.0,60.0,clear
gpt-oss-20b,run5,LNG Hải Lăng (2 and 3),Nhà máy điện Hàn Ninh 51,hai lang,nha may đien han ninh 51,57.1,4500.0,600.0,86.7,clear
gpt-oss-20b,run5,LNG Long Sơn,Nhà máy điện Hàn Ninh 55,long son,nha may đien han ninh 55,37.5,1200.0,600.0,50.0,clear
gpt-oss-20b,run5,LNG Long Sơn II+III,Nhà máy điện Hàn Ninh 77,long son 2+3,nha may đien han ninh 77,38.1,3200.0,600.0,81.2,clear
gpt-oss-20b,run5,"LNG Mũi Kê Gà 2,3",Nhà máy điện Hàn Ninh 34,"mui ke ga 2,3",nha may đien han ninh 34,46.2,2400.0,600.0,75.0,clear
gpt-oss-20b,run5,LNG Mỹ Giang,Nhà máy điện Hàn Ninh 74,my giang,nha may đien han ninh 74,62.5,6000.0,600.0,90.0,clear
gpt-oss-20b,run5,LNG Nghi Sơn (Thanh Hóa),Nhà máy điện Hàn Ninh 43,nghi son,nha may đien han ninh 43,50.0,5000.0,600.0,88.0,clear
